pnum,firm,performance,inv_num,avg_similarity
6387715,AMD,3,"['06248600-5', '06210981-1', '06146014-2', '05083007-2', '06248600-3']",0
6387755,AMD,0,"['05482881-3', '06005808-2']",0
6387206,AMD,1,"['05904489-2', '06030282-1']",0
6386430,AMD,1,"['06386430-3', '06386430-2', '06273409-1']",0
6385740,AMD,1,"['05768499-1', '06173395-2']",0
6417084,AMD,17,"['05037506-2', '04379830-2', '05821036-5', '05985497-5']",0
6385705,AMD,47,"['04809269-1', '05680482-3', '04755936-3', '05224569-1']",0
6385670,AMD,1,"['05668815-2', '05862148-1']",0
6385093,AMD,6,"['05656521-1', '06212098-2', '05764175-1', '05896450-1', '05875130-4', '05247664-2']",0
6385632,AMD,6,"['06094696-1', '04747070-2']",0
6384618,AMD,11,"['06384618-2', '06384618-1', '06384618-3']",0
6384372,AMD,0,"['06359253-2', '06359253-1', '06206626-2']",0
6383952,AMD,17,"['05037506-2', '04379830-2', '05821036-5', '05985497-5', '05763327-3']",0
6383950,AMD,4,"['05736423-1', '06171947-5', '05986344-2']",0
6383945,AMD,2,"['05920796-2', '05866945-2', '06013156-2']",0
6383947,AMD,3,"['05037506-2', '06063531-4', '03861783-3', '05582881-1', '05468339-2']",0
6383925,AMD,8,"['06208030-2', '05268202-1', '05736423-1', '05970313-2']",0
6383939,AMD,8,"['04847674-4', '05948703-2']",0
6383906,AMD,9,"['06037232-1', '05485097-1', '05795820-1', '05582881-1']",0
6383919,AMD,8,"['04954212-1', '05376573-3', '06309955-4', '05985497-5']",0
6383880,AMD,7,"['05686761-2', '05736423-1', '05970313-2']",0
6383874,AMD,7,"['05296411-1', '06383874-3', '06022749-3']",0
6383872,AMD,4,"['05654215-2', '05770482-3', '05296411-1']",0
6383827,AMD,5,"['04650544-2', '05858844-3']",0
6383843,AMD,1,"['06383843-2', '06337225-1']",0
6383822,AMD,7,"['05101419-2', '06383822-1']",0
6381841,AMD,0,"['06192576-3', '06124559-3', '06192576-2']",0
6382395,AMD,0,"['06359253-3', '06382395-2', '06359253-1']",0
6382500,AMD,4,"['06098867-2', '04316147-1', '04234367-2', '06382500-5', '06382500-4']",0
6381689,AMD,3,"['04731737-1', '04940908-1']",0
6381683,AMD,4,"['05680482-3', '05630108-3']",0
6381672,AMD,13,"['05680482-3', '05630108-3']",0
6381625,AMD,2,"['05055999-6', '06026483-3', '05918062-2', '05745732-1', '05918062-1']",0
6381550,AMD,0,"['05656521-1', '05724365-1', '06381550-2']",0
6381179,AMD,8,"['03865654-1', '06005808-1', '04460981-1', '05844840-5']",0
6381163,AMD,2,"['05896450-1', '05511026-2']",0
6380724,AMD,5,"['05847984-1', '05680569-1', '04870304-2']",0
6380618,AMD,0,"['06248647-1', '06248647-2']",0
6380588,AMD,0,"['04379943-1', '04379830-2', '05442638-3', '05736423-1', '05879975-1', '05763327-3', '05895269-5']",0
6380625,AMD,8,"['05504017-2', '05882498-2']",0
6380554,AMD,8,"['05296411-2', '05918128-2', '05296411-1']",0
6380556,AMD,1,"['05556525-2', '05994778-2', '05504017-2', '05882498-2']",0
6380091,AMD,5,"['03861783-3', '05376573-3', '06086777-1']",0
6380067,AMD,4,"['04379830-2', '04992134-2', '05736423-1', '05985497-5', '05986344-2']",0
6380055,AMD,9,"['05384272-2', '05370923-2', '04578859-1', '05296411-2', '05296411-1', '04635345-2', '05442175-1']",0
6380057,AMD,7,"['06168993-3', '04622576-1', '06297107-4', '05582881-1']",0
6411859,AMD,11,"['05818018-3', '05354413-3', '04643306-1']",0
6380047,AMD,3,"['05679605-5', '04379830-2', '04894353-1', '05485097-1', '05795820-1', '05879975-1']",0
6380041,AMD,2,"['04965739-1', '05673420-2', '06008094-2']",0
6380040,AMD,1,"['06037232-1', '05485097-1', '05795820-1', '05582881-1']",0
6380033,AMD,27,"['06284602-3', '05103425-2', '05940718-2']",0
6380029,AMD,11,"['05917488-2', '05994239-3', '05103425-2']",0
6380019,AMD,1,"['05880511-1', '05614765-5', '05504017-2']",0
6378538,AMD,3,"['06378538-1', '06378538-2']",0
6378023,AMD,8,"['05136694-4', '05559975-1']",0
6377898,AMD,1,"['05985753-1', '05776811-3']",0
6377488,AMD,4,"['06229735-2', '03883136-1']",0
6376389,AMD,2,"['05376573-3', '06271087-1', '04992134-2', '05736423-1', '05985497-5', '05948703-2', '06271087-2']",0
6376877,AMD,13,"['05985753-1', '05866945-2']",0
6376350,AMD,0,"['04578859-1', '06376350-2', '04566175-2']",0
6376343,AMD,4,"['04622576-1', '05582881-1', '05866473-1']",0
6376341,AMD,2,"['05210057-3', '06168993-3']",0
6376323,AMD,9,"['06133164-1', '06187657-2']",0
6376330,AMD,11,"['05679605-5', '04578859-1', '05296411-2', '04635345-2', '05442175-1', '05679605-1']",0
6376309,AMD,0,"['05457336-1', '05917488-2', '05103425-2', '05268202-1']",0
6376308,AMD,2,"['05855837-2', '05442638-3', '05376573-3', '06168993-3']",0
6410956,AMD,0,"['06005808-1', '05888867-1', '05907781-6', '05789802-1', '04774197-1', '05482881-3', '06005808-2', '05856946-1']",0
6376267,AMD,6,"['06376267-1', '05367080-4']",0
6376013,AMD,22,"['05037506-2', '05855837-2', '05128230-1', '05958744-2']",0
6375347,AMD,5,"['06146014-2', '05301006-1']",0
6374375,AMD,7,"['06026130-1', '05790658-1', '05790658-2']",0
6374345,AMD,3,"['05918062-2', '05918062-1']",0
6410967,AMD,18,"['05714392-3', '04578859-1', '05296411-1']",0
6373126,AMD,2,"['06373126-1', '04040897-1']",0
6373113,AMD,4,"['05783469-2', '05296411-1']",0
6373103,AMD,4,"['05866473-1', '06069485-1', '04709467-1']",0
6373053,AMD,4,"['05037506-2', '05977542-3', '05886909-3', '05958744-2']",0
6372673,AMD,4,"['05686761-2', '06168993-3', '05736423-1', '05582881-1']",0
6372668,AMD,2,"['06221793-2', '06096643-1', '06022749-3']",0
6372651,AMD,27,"['04847674-4', '05948703-2']",0
6372635,AMD,6,"['04954212-1', '05376573-3', '06309955-4', '05985497-5']",0
6372644,AMD,4,"['04155136-1', '06297107-4']",0
6417082,AMD,0,"['05132252-1', '05888898-6', '05624859-2', '06284600-1']",0
6410949,AMD,0,"['05457336-1', '05917488-2', '05103425-2']",0
6372631,AMD,10,"['04954212-1', '05376573-3', '06309955-4', '05985497-5']",0
6372627,AMD,9,"['04819047-1', '06248600-3', '06358852-1']",0
6372614,AMD,4,"['05037506-2', '05855837-2', '05985497-5']",0
6372590,AMD,9,"['05617991-2', '04497022-5']",0
6372588,AMD,1,"['05384272-2', '05370923-2', '04578859-1', '05296411-2', '05296411-1', '04635345-2', '05442175-1']",0
6372587,AMD,12,"['05370923-2', '05770482-3', '05482881-3']",0
6372582,AMD,3,"['04894353-1', '05316969-1', '04497022-5', '06080630-2']",0
6372563,AMD,2,"['05504017-2', '05212106-2']",0
6372544,AMD,6,"['06231229-1', '04234367-2']",0
6372529,AMD,0,"['06248600-5', '06210981-1', '06146014-2', '05083007-2', '06248600-3']",0
6371715,AMD,0,"['06121887-1', '06371715-2', '06371715-3']",0
6371310,AMD,2,"['06371310-3', '04316147-1', '04234367-2']",0
6371134,AMD,1,"['05037506-2', '05855837-2', '05977542-3', '05886909-3', '05985497-5', '05958744-2']",0
6370642,AMD,9,"['04807043-2', '05507678-1']",0
6370637,AMD,5,"['05055999-6', '05918062-2', '05668732-4', '05918062-1']",0
6370607,AMD,7,"['05860025-7', '03874458-1']",0
6370600,AMD,13,"['05224569-1', '05813035-2']",0
6370575,AMD,14,"['05896549-3', '06370575-2', '06341361-2']",0
6370065,AMD,0,"['05059815-1', '05764175-1']",0
6370061,AMD,32,"['05638326-3', '05896450-1', '05680348-1', '06212098-1']",0
6369453,AMD,1,"['05985753-1', '05970313-3', '06297065-2']",0
6410461,AMD,1,"['05736423-1', '06297065-2']",0
6369421,AMD,8,"['05866473-1', '05672521-2']",0
6369429,AMD,6,"['05614765-5', '05866473-1', '05504017-2']",0
6369433,AMD,1,"['05457336-1', '05844840-5', '04534824-1']",0
6369416,AMD,7,"['05468340-3', '05624859-2', '05920786-1', '05470773-2']",0
6368985,AMD,2,"['06051348-2', '06170494-3', '06051348-1']",0
6368954,AMD,104,"['05324684-3', '06015747-1', '05882498-2']",0
6410458,AMD,2,"['06030901-1', '05917488-2', '05268202-1']",0
6368949,AMD,4,"['04808273-3', '05468339-2']",0
6368950,AMD,10,"['06048790-2', '04155136-1', '04622576-1', '06297107-4', '05582881-1', '05866473-1']",0
6368948,AMD,7,"['06221793-2', '06368948-3', '06368948-4', '05736423-1']",0
6368883,AMD,38,"['05783497-2', '06248602-1']",0
6368884,AMD,37,"['05586059-1', '06259521-2']",0
6410443,AMD,2,"['06133619-3', '04992134-2', '05624859-2', '06100559-1', '04954459-1']",0
6367679,AMD,1,"['06231229-1', '04234367-2']",0
6366824,AMD,25,"['06366824-4', '06366824-1', '06366824-3', '06366824-2']",0
6366610,AMD,7,"['04652874-1', '05862148-1']",0
6366501,AMD,14,"['06005808-1', '06005808-2']",0
6365943,AMD,2,"['05654215-2', '04578859-1', '05296411-1']",0
6365859,AMD,17,"['06365859-1', '06113485-1']",0
6365516,AMD,9,"['05970353-1', '06365516-1', '05582881-1']",0
6365509,AMD,6,"['04847674-4', '05821036-5', '05985497-5', '05948703-2']",0
6365505,AMD,3,"['04954212-1', '05376573-3', '06309955-4', '05985497-5']",0
6365481,AMD,5,"['05504328-1', '06133132-3']",0
6365423,AMD,9,"['06365423-1', '06365423-2']",0
6365422,AMD,9,"['05783497-2', '06365422-1']",0
6365320,AMD,16,"['05442638-3', '04962064-4']",0
6364669,AMD,1,"['06364669-1', '06364669-2']",0
6363501,AMD,10,"['05978903-2', '05471674-3', '05913037-2']",0
6363471,AMD,4,"['05023480-1', '05787465-2', '05668732-4', '06363471-3']",0
6362526,AMD,12,"['05545592-1', '05504017-2']",0
6362634,AMD,15,"['04590258-2', '05773315-1']",0
6362524,AMD,9,"['04935166-2', '06355511-2', '04040897-1']",0
6362510,AMD,9,"['05714392-3', '05296411-2', '05296411-1']",0
6362095,AMD,6,"['05686761-2', '06168993-3', '06030901-3']",0
6362063,AMD,12,"['05504017-2', '05960322-3', '05073506-1']",0
6362100,AMD,1,"['06103086-2', '05882498-2', '05674787-3']",0.2
6362061,AMD,1,"['06358760-4', '05212106-2']",0
6362055,AMD,7,"['05880511-1', '05614765-5']",0
6410410,AMD,2,"['06037232-1', '06133124-1', '06410410-1']",0
6362052,AMD,9,"['05855837-2', '05376573-3', '06168993-3', '06210846-2']",0
6362051,AMD,4,"['05132252-1', '05888898-6', '05624859-2', '06284600-1']",0
6362049,AMD,10,"['05457336-1', '05917488-2', '05103425-2', '05426608-1', '04734752-2']",0
6361599,AMD,0,"['06051348-2', '06051348-1']",0
6361837,AMD,2,"['05625231-1', '05504017-2', '05986344-2']",0
6360959,AMD,0,"['06051348-2', '06170494-3', '06051348-1']",0
6360318,AMD,0,"['05454117-1', '04626825-3', '05394351-1', '04740911-1', '05093778-4']",0
6360317,AMD,2,"['05491653-2', '05490059-1']",0
6410409,AMD,3,"['05384272-2', '05370923-2', '04578859-1', '05296411-2', '05296411-1', '04635345-2', '05442175-1']",0
6360305,AMD,7,"['06046952-2', '05809522-1']",0
6359824,AMD,0,"['05059815-1', '05764175-1', '05675537-2']",0
6360133,AMD,34,"['05783497-2', '06360133-3', '05361526-1']",0
6359808,AMD,6,"['05896450-1', '04773046-1', '06111787-3']",0
6359461,AMD,0,"['05296411-2', '05918128-2', '05770482-3']",0
6359307,AMD,3,"['05376573-3', '06271087-1', '04992134-2', '05948703-2', '05470773-2']",0
6359253,AMD,1,"['06359253-3', '06359253-2', '06359253-1']",0
6358856,AMD,8,"['04379830-2', '05821036-5', '05985497-5', '05858844-3']",0
6410393,AMD,1,"['05316969-1', '04497022-5']",0
6358852,AMD,1,"['06147399-2', '06127194-2', '06358852-1']",0
6358840,AMD,4,"['05686761-2', '04294002-2']",0
6358843,AMD,1,"['05037506-2', '06255717-1']",0
6358828,AMD,10,"['05654215-2', '05296411-1']",0
6358826,AMD,3,"['04578859-1', '06037232-1', '06133124-1']",0
6358362,AMD,1,"['05920796-2', '05376573-3', '05895269-5']",0
6358803,AMD,0,"['05770482-3', '04635345-2']",0
6358760,AMD,1,"['05920796-2', '06003049-1', '06013156-2', '06358760-4']",0
6357024,AMD,15,"['05099140-1', '04878166-3', '04789284-1']",0
6410388,AMD,21,"['05210057-3', '05442638-3', '06168993-3', '06100559-1']",0
6356804,AMD,9,"['05818018-3', '05354413-3', '04643306-1']",0
6356482,AMD,28,"['03865654-1', '06005808-1', '04460981-1', '05844840-5']",0
6356099,AMD,9,"['05636140-1', '06356099-3', '04959565-1', '06356099-4']",0
6355955,AMD,11,"['05654215-2', '05296411-2', '05296411-1']",0
6355933,AMD,5,"['05789802-1', '05939763-2']",0
6355575,AMD,1,"['05376573-3', '04808273-3', '05468339-2']",0
6355564,AMD,1,"['06210981-1', '06294395-2']",0
6410371,AMD,51,"['05880511-1', '06229184-1', '05985726-2', '05895269-5']",0
6355546,AMD,2,"['04847674-4', '05625231-1']",0
6355528,AMD,5,"['05316969-1', '05482881-3', '06005808-2']",0
6355522,AMD,10,"['05917488-2', '05103425-2', '05940718-2']",0
6355511,AMD,3,"['06355511-2', '05858844-3']",0
6354133,AMD,22,"['05037506-2', '05977542-3', '05128230-1', '05985497-5', '05958744-2']",0
6353566,AMD,0,"['05896450-1', '04773046-1', '06285627-2']",0
6353253,AMD,2,"['05679605-5', '04578859-1', '05296411-2', '04635345-2', '05442175-1', '05679605-1']",0
6410351,AMD,7,"['05783497-2', '06248602-1']",0
6352930,AMD,1,"['05265143-1', '04847674-4', '05933729-1', '05986344-2']",0
6352885,AMD,15,"['04578859-1', '06037232-1', '06133124-1']",0
6352871,AMD,4,"['06248600-5', '04819047-1', '06210981-1', '06146014-2', '05083007-2', '06248600-3']",0
6352867,AMD,4,"['05783497-2', '06326313-1', '05361526-1']",0
6352817,AMD,0,"['05037506-2', '05855837-2', '04954459-1']",0
6351724,AMD,21,"['05598556-1', '05065054-2', '06233531-1']",0
6351801,AMD,1,"['05559975-1', '05237700-2', '04789284-1']",0
6351684,AMD,14,"['06351684-3', '05354413-3', '06216948-2']",0
6410350,AMD,0,"['06287877-2', '06410350-3', '06287877-3', '06287877-1', '05552725-1']",0
6351420,AMD,2,"['06215705-1', '06243316-6', '05287401-1', '06229735-2', '05263000-4', '04773046-1', '03883136-1']",0
6351017,AMD,1,"['05457336-1', '05844840-5']",0
6351013,AMD,5,"['05819355-1', '05582881-3', '05482881-3']",0
6350982,AMD,0,"['06146014-2', '05301006-1']",0
6350696,AMD,3,"['05866945-2', '06350696-2']",0
6350690,AMD,2,"['05885900-1', '06172905-3', '06168704-2']",0
6350687,AMD,30,"['06074949-3', '06015747-1', '04954459-1', '05858844-3']",0
6350678,AMD,16,"['06074949-3', '05504017-2']",0
6350639,AMD,2,"['05985753-1', '06013570-2', '05776811-3']",0
6410191,AMD,9,"['05308722-1', '06178256-3']",0
6350624,AMD,1,"['06248600-5', '06210981-1', '06146014-2', '05083007-2', '06248600-3']",0
6350627,AMD,1,"['05457336-1', '05917488-2', '05761064-1']",0
6350179,AMD,11,"['06157078-1', '05361526-1']",0
6348732,AMD,5,"['06348732-3', '05736423-1', '06015747-1']",0
6348701,AMD,0,"['04932525-2', '06348701-1']",0
6409879,AMD,8,"['05783497-2', '06133132-2', '06133132-3']",0
6348413,AMD,2,"['05714392-3', '05367080-4']",0
6348410,AMD,9,"['06030901-1', '05736423-1', '05970313-2']",0
6348406,AMD,4,"['05376573-3', '06271087-1', '04992134-2', '05736423-1', '05985497-5', '05948703-2', '06271087-2']",0
6350559,AMD,2,"['04379830-2', '05265143-1', '05128230-1']",0
6348356,AMD,8,"['04306916-1', '04040897-1', '05982691-1']",0
6348379,AMD,2,"['05376573-3', '05985497-5', '05470773-2']",0
6348364,AMD,2,"['06348364-4', '05990488-3', '06348364-2', '05301006-1']",0
6348289,AMD,3,"['05783497-2', '06326313-1', '05361526-1']",0
6348142,AMD,6,"['06348142-2', '06319752-3']",0
6409070,AMD,1,"['06409070-4', '06409070-5', '06098867-2', '04316147-1', '04234367-2']",0
6347052,AMD,6,"['06215705-1', '06243316-6', '05287401-1', '06229735-2', '05263000-4', '04773046-1', '03883136-1']",0
6346479,AMD,17,"['05686761-2', '04294002-2']",0
6346472,AMD,1,"['05545592-1', '06015747-1']",0
6346745,AMD,8,"['05468339-2', '05882498-2']",0
6346737,AMD,2,"['05457336-1', '05426608-1']",0
6346470,AMD,2,"['06015747-1', '05882498-2']",0
6346467,AMD,11,"['03865654-1', '06346467-3', '05625231-1', '05470773-2']",0
6346463,AMD,2,"['05970353-1', '04578859-1']",0
6346466,AMD,2,"['04954459-1', '06100559-1']",0
6409878,AMD,0,"['06253353-2', '06384618-2', '06127194-2', '06069079-1']",0
6346426,AMD,45,"['05783497-2', '05370923-2', '05770482-3']",0
6345328,AMD,15,"['05745732-2', '05745732-1', '06173378-2']",0
6345345,AMD,11,"['04807043-2', '05811995-2']",0
6345720,AMD,1,"['04673443-1', '05492223-2', '05859964-3']",0
6344994,AMD,21,"['05656521-1', '06166951-3', '06284600-1']",0
6344691,AMD,3,"['05545592-1', '05504017-2']",0
6410349,AMD,1,"['06107107-2', '06146014-2', '05301006-1']",0
6344684,AMD,12,"['06344684-3', '06344684-2', '05598033-2']",0
6344737,AMD,1,"['05947258-2', '05947258-1']",0
6344410,AMD,12,"['06022808-3', '06015747-1', '05504017-2']",0
6344397,AMD,8,"['06344397-3', '06037232-1', '06133124-1']",0
6344161,AMD,0,"['06344161-2', '06344161-1', '06337225-1']",0
6342438,AMD,4,"['05880511-1', '05614765-5']",0
6344396,AMD,11,"['04894353-1', '05316969-1', '04497022-5', '05960322-3']",0
6408379,AMD,4,"['05918062-2', '04789284-1', '05668732-4', '05918062-1']",0
6342423,AMD,9,"['04894353-1', '05316969-1', '04497022-5', '05960322-3']",0
6342414,AMD,5,"['06048790-2', '04155136-1', '04622576-1', '06297107-4', '05582881-1', '05866473-1']",0
6342415,AMD,0,"['05468340-3', '05624859-2', '05920786-1', '05470773-2']",0
6341361,AMD,13,"['06341361-1', '06341361-2']",0
6340898,AMD,2,"['04807043-2', '04941126-1']",0
6340633,AMD,8,"['05545592-1', '06015747-1']",0
6408423,AMD,2,"['05793672-3', '05793672-1', '06408423-2']",0
6340395,AMD,0,"['06340395-2', '06030901-3', '06309955-4', '06340395-3', '06180454-3', '04800838-1']",0
6339958,AMD,10,"['06023327-3', '06053034-2']",0
6368961,AMD,13,"['06015747-1', '05882498-2']",0
6408364,AMD,5,"['06408364-3', '05194768-1', '05815031-1']",0
6407960,AMD,4,"['05953335-3', '06407960-2']",0
6407558,AMD,2,"['05982691-1', '06023327-3', '04709467-1']",0
6407428,AMD,4,"['05985726-2', '05960322-3']",0
6407009,AMD,19,"['06030901-1', '05268202-1', '05625231-1']",0
6406996,AMD,5,"['06309959-3', '05963841-3', '05367080-4']",0
6417030,AMD,2,"['04306916-1', '04622576-1']",0
6406960,AMD,21,"['05210057-3', '05855837-2', '05442638-3', '06030901-1']",0
6406993,AMD,3,"['06261963-4', '05780861-1', '06294472-3', '05985364-1', '06261963-1', '05795820-1', '05582881-1', '06313538-5']",0
6406964,AMD,2,"['05370923-2', '05986344-3', '05770482-3']",0
6405305,AMD,13,"['04556567-1', '05497477-1', '05918062-2', '05668732-4']",0
6405303,AMD,4,"['05590352-1', '05491653-2']",0
6417014,AMD,29,"['05271817-2', '06022749-3']",0
6405144,AMD,35,"['05783497-2', '04508815-1', '06178256-3']",0
6405096,AMD,43,"['05783497-2', '06248602-1', '05586059-4']",0
6404649,AMD,8,"['06281666-1', '06404649-3', '06404649-4', '06404649-5', '05915262-2']",0
6403979,AMD,1,"['05654215-2', '05770482-3']",0
6403905,AMD,3,"['05818018-3', '05354413-3', '06216948-2']",0
6403500,AMD,0,"['05037506-2', '04476476-1', '05852497-2']",0
6403492,AMD,1,"['03933860-1', '04622576-1']",0
6403474,AMD,1,"['05736423-1', '04294002-2', '04954459-1']",0
6415360,AMD,2,"['05590352-1', '05813035-2', '05608878-3']",0
6403456,AMD,2,"['05037506-2', '04379830-2', '05821036-5', '05985497-5']",0
6403445,AMD,1,"['05714392-3', '04578859-1', '05296411-1']",0
6403433,AMD,16,"['05880511-1', '05316969-1', '06403433-2']",0
6403420,AMD,7,"['05888898-6', '05624859-2', '06284600-1', '05470773-2']",0
6403388,AMD,10,"['06248600-5', '06403388-5', '06210981-1', '06146014-2', '06248600-3']",0
6403385,AMD,6,"['06297065-2', '06086464-2', '05766058-2', '05761064-1']",0
6402909,AMD,0,"['05686761-2', '06348732-3']",0
6403151,AMD,2,"['05895259-2', '06022749-1', '05372951-3']",0
6416933,AMD,11,"['05037506-2', '05855837-2', '05948703-2']",0
6401154,AMD,23,"['06327259-1', '05561384-2']",0
6401156,AMD,5,"['05881248-1', '06151658-1', '05561384-2', '05850571-3']",0
6401147,AMD,18,"['05953335-1', '06401147-2', '06167054-3']",0
6401142,AMD,4,"['06047001-3', '03874458-1']",0
6401008,AMD,4,"['06156580-1', '06156580-2']",0
6400638,AMD,3,"['05059815-1', '05615154-1', '04773046-1']",0
6400633,AMD,6,"['06215705-1', '05263000-4', '04773046-1']",0
6400624,AMD,11,"['05973958-1', '05960457-1']",0
6400608,AMD,4,"['05263000-4', '06198664-1', '04774197-1']",0
6417090,AMD,4,"['05376573-3', '05268202-1']",0
6981132,AMD,1,"['05559975-1', '05455918-2']",0
6981119,AMD,6,"['06408364-3', '06845442-0']",0
6980473,AMD,1,"['06980473-2', '06212098-2', '06243291-1']",0
6980300,AMD,1,"['06383888-1', '06383824-1']",0
6979903,AMD,1,"['05736423-1', '04294002-2', '04954459-1']",0
6979837,AMD,1,"['04460981-1', '05789802-1', '05986344-2', '06127089-3']",0
6979878,AMD,1,"['05370923-2', '05296411-2', '05296411-1']",0
6979642,AMD,0,"['04294002-2', '04622576-1', '06348732-3', '05582881-1']",0
6978189,AMD,2,"['06442496-1', '06248602-1', '06133132-3']",0
6958247,AMD,1,"['06103086-2', '06413846-4', '06184141-3', '06620726-2']",0.75
6957997,AMD,0,"['06184141-3', '06957997-1', '06957997-2']",0.2
6957413,AMD,2,"['04652874-1', '04691390-1']",0
6957319,AMD,1,"['04731737-2', '04755696-1']",0
6957297,AMD,0,"['06229735-2', '05263000-4']",0
6957270,AMD,6,"['05953335-1', '06011799-3']",0
6957269,AMD,7,"['05953335-1', '03874458-1']",0
6956768,AMD,0,"['05656521-1', '05724365-1', '06307784-3', '05940718-2']",0
